id,cell_lines,drug,label
187,SIDM00963,PHA-665752,0
188,SIDM00289,PHA-665752,0
189,SIDM00330,PHA-665752,0
190,SIDM00419,PHA-665752,0
191,SIDM00462,PHA-665752,0
192,SIDM00944,PHA-665752,0
193,SIDM00993,PHA-665752,0
194,SIDM00946,PHA-665752,0
195,SIDM01048,PHA-665752,0
196,SIDM01058,PHA-665752,0
197,SIDM01071,PHA-665752,0
198,SIDM00428,PHA-665752,0
199,SIDM01036,PHA-665752,0
200,SIDM01015,PHA-665752,0
201,SIDM01004,PHA-665752,0
202,SIDM01034,PHA-665752,0
203,SIDM00313,PHA-665752,0
204,SIDM00338,PHA-665752,0
205,SIDM00437,PHA-665752,0
206,SIDM00434,PHA-665752,0
207,SIDM00443,PHA-665752,0
208,SIDM00460,PHA-665752,0
209,SIDM00458,PHA-665752,0
210,SIDM00450,PHA-665752,0
211,SIDM00415,PHA-665752,0
212,SIDM00404,PHA-665752,0
213,SIDM00407,PHA-665752,0
214,SIDM00423,PHA-665752,0
215,SIDM00421,PHA-665752,0
216,SIDM00416,PHA-665752,0
217,SIDM00413,PHA-665752,0
218,SIDM01111,MG-132,0
219,SIDM00706,MG-132,0
220,SIDM00877,MG-132,0
221,SIDM00632,MG-132,0
222,SIDM00395,MG-132,0
223,SIDM00124,MG-132,0
224,SIDM00087,MG-132,0
225,SIDM00948,MG-132,0
226,SIDM00981,MG-132,0
227,SIDM01012,MG-132,0
228,SIDM01005,MG-132,0
229,SIDM00387,MG-132,0
230,SIDM00438,MG-132,0
231,SIDM00580,MG-132,0
232,SIDM00447,MG-132,0
233,SIDM01086,MG-132,0
234,SIDM00380,MG-132,0
235,SIDM01107,MG-132,0
236,SIDM01154,MG-132,0
237,SIDM01172,MG-132,0
238,SIDM00412,MG-132,0
239,SIDM00907,MG-132,0
240,SIDM01089,MG-132,0
241,SIDM00332,MG-132,0
242,SIDM00410,MG-132,0
243,SIDM00963,MG-132,0
244,SIDM00391,Paclitaxel,0
245,SIDM01013,Paclitaxel,0
246,SIDM01012,Paclitaxel,0
247,SIDM01005,Paclitaxel,0
248,SIDM00380,Paclitaxel,0
249,SIDM01154,Paclitaxel,0
250,SIDM01089,Paclitaxel,0
251,SIDM00332,Paclitaxel,0
252,SIDM00289,Paclitaxel,0
253,SIDM00944,Paclitaxel,0
254,SIDM00391,AZ628,0
255,SIDM00286,AZ628,0
256,SIDM00332,AZ628,0
257,SIDM00953,Sorafenib,0
258,SIDM00124,Sorafenib,0
259,SIDM00632,Tozasertib,0
260,SIDM00391,Tozasertib,0
261,SIDM00395,Tozasertib,0
262,SIDM00124,Tozasertib,0
263,SIDM00954,Tozasertib,0
264,SIDM00515,Tozasertib,0
265,SIDM00886,Tozasertib,0
266,SIDM00948,Tozasertib,0
267,SIDM01049,Tozasertib,0
268,SIDM01042,Tozasertib,0
269,SIDM00661,Tozasertib,0
270,SIDM01013,Tozasertib,0
271,SIDM01012,Tozasertib,0
272,SIDM01005,Tozasertib,0
273,SIDM00785,Tozasertib,0
274,SIDM00327,Tozasertib,0
275,SIDM00438,Tozasertib,0
276,SIDM00380,Tozasertib,0
277,SIDM01107,Tozasertib,0
278,SIDM00390,Tozasertib,0
279,SIDM01154,Tozasertib,0
280,SIDM01172,Tozasertib,0
281,SIDM00424,Tozasertib,0
282,SIDM00412,Tozasertib,0
283,SIDM01248,Tozasertib,0
284,SIDM00907,Tozasertib,0
285,SIDM01089,Tozasertib,0
286,SIDM00896,Tozasertib,0
287,SIDM00332,Tozasertib,0
288,SIDM01064,Tozasertib,0
289,SIDM00410,Tozasertib,0
290,SIDM00963,Tozasertib,0
291,SIDM00419,Tozasertib,0
292,SIDM00462,Tozasertib,0
293,SIDM00944,Tozasertib,0
294,SIDM01048,Tozasertib,0
295,SIDM00313,Tozasertib,0
296,SIDM00338,Tozasertib,0
297,SIDM00415,Tozasertib,0
298,SIDM00413,Tozasertib,0
299,SIDM01111,Imatinib,0
300,SIDM00706,Imatinib,0
301,SIDM01131,Imatinib,0
302,SIDM01179,Imatinib,0
303,SIDM00877,Imatinib,0
304,SIDM00953,Imatinib,0
305,SIDM00951,Imatinib,0
306,SIDM00632,Imatinib,0
307,SIDM00339,Imatinib,0
308,SIDM00927,Imatinib,0
309,SIDM00391,Imatinib,0
310,SIDM00417,Imatinib,0
311,SIDM01009,Imatinib,0
312,SIDM00395,Imatinib,0
313,SIDM00829,Imatinib,0
314,SIDM00121,Imatinib,0
315,SIDM00145,Imatinib,0
316,SIDM00087,Imatinib,0
317,SIDM00900,Imatinib,0
318,SIDM01076,Imatinib,0
319,SIDM00952,Imatinib,0
320,SIDM00954,Imatinib,0
321,SIDM00515,Imatinib,0
322,SIDM00886,Imatinib,0
323,SIDM00949,Imatinib,0
324,SIDM00948,Imatinib,0
325,SIDM00981,Imatinib,0
326,SIDM01001,Imatinib,0
327,SIDM01049,Imatinib,0
328,SIDM01042,Imatinib,0
329,SIDM00227,Imatinib,0
330,SIDM01073,Imatinib,0
331,SIDM00594,Imatinib,0
332,SIDM00671,Imatinib,0
333,SIDM00661,Imatinib,0
334,SIDM01013,Imatinib,0
335,SIDM01012,Imatinib,0
336,SIDM01005,Imatinib,0
337,SIDM01003,Imatinib,0
338,SIDM00785,Imatinib,0
339,SIDM01019,Imatinib,0
340,SIDM01020,Imatinib,0
341,SIDM00308,Imatinib,0
342,SIDM00327,Imatinib,0
343,SIDM00329,Imatinib,0
344,SIDM00342,Imatinib,0
345,SIDM00340,Imatinib,0
346,SIDM00387,Imatinib,0
347,SIDM00388,Imatinib,0
348,SIDM00441,Imatinib,0
349,SIDM00438,Imatinib,0
350,SIDM00433,Imatinib,0
351,SIDM01023,Imatinib,0
352,SIDM00657,Imatinib,0
353,SIDM00429,Imatinib,0
354,SIDM00641,Imatinib,0
355,SIDM00580,Imatinib,0
356,SIDM00457,Imatinib,0
357,SIDM00451,Imatinib,0
358,SIDM00447,Imatinib,0
359,SIDM00403,Imatinib,0
360,SIDM00396,Imatinib,0
361,SIDM00380,Imatinib,0
362,SIDM01107,Imatinib,0
363,SIDM00390,Imatinib,0
364,SIDM01172,Imatinib,0
365,SIDM00424,Imatinib,0
366,SIDM00412,Imatinib,0
367,SIDM01018,Imatinib,0
368,SIDM00286,Imatinib,0
369,SIDM00907,Imatinib,0
370,SIDM00287,Imatinib,0
371,SIDM00985,Imatinib,0
372,SIDM01089,Imatinib,0
373,SIDM00895,Imatinib,0
374,SIDM00446,Imatinib,0
375,SIDM00332,Imatinib,0
376,SIDM00938,Imatinib,0
377,SIDM01064,Imatinib,0
378,SIDM00312,Imatinib,0
379,SIDM00410,Imatinib,0
380,SIDM00963,Imatinib,0
381,SIDM00289,Imatinib,0
382,SIDM00330,Imatinib,0
383,SIDM00419,Imatinib,0
384,SIDM00462,Imatinib,0
385,SIDM00944,Imatinib,0
386,SIDM00993,Imatinib,0
387,SIDM00946,Imatinib,0
388,SIDM01048,Imatinib,0
389,SIDM01058,Imatinib,0
390,SIDM01071,Imatinib,0
391,SIDM00428,Imatinib,0
392,SIDM01036,Imatinib,0
393,SIDM01034,Imatinib,0
394,SIDM00313,Imatinib,0
395,SIDM00338,Imatinib,0
396,SIDM00434,Imatinib,0
397,SIDM00443,Imatinib,0
398,SIDM00460,Imatinib,0
399,SIDM00458,Imatinib,0
400,SIDM00450,Imatinib,0
401,SIDM00415,Imatinib,0
402,SIDM00404,Imatinib,0
403,SIDM00407,Imatinib,0
404,SIDM00423,Imatinib,0
405,SIDM00422,Imatinib,0
406,SIDM00421,Imatinib,0
407,SIDM00416,Imatinib,0
408,SIDM00413,Imatinib,0
409,SIDM00706,NVP-TAE684,0
410,SIDM00395,NVP-TAE684,0
411,SIDM00791,NVP-TAE684,0
412,SIDM00124,NVP-TAE684,0
413,SIDM00886,NVP-TAE684,0
414,SIDM00948,NVP-TAE684,0
415,SIDM01049,NVP-TAE684,0
416,SIDM01042,NVP-TAE684,0
417,SIDM00671,NVP-TAE684,0
418,SIDM00661,NVP-TAE684,0
419,SIDM01013,NVP-TAE684,0
420,SIDM01012,NVP-TAE684,0
421,SIDM00387,NVP-TAE684,0
422,SIDM00438,NVP-TAE684,0
423,SIDM00380,NVP-TAE684,0
424,SIDM01107,NVP-TAE684,0
425,SIDM01154,NVP-TAE684,0
426,SIDM01172,NVP-TAE684,0
427,SIDM00424,NVP-TAE684,0
428,SIDM00907,NVP-TAE684,0
429,SIDM01089,NVP-TAE684,0
430,SIDM00332,NVP-TAE684,0
431,SIDM00938,NVP-TAE684,0
432,SIDM01064,NVP-TAE684,0
433,SIDM00410,NVP-TAE684,0
434,SIDM00963,NVP-TAE684,0
435,SIDM01071,NVP-TAE684,0
436,SIDM00413,NVP-TAE684,0
437,SIDM01111,Crizotinib,0
438,SIDM00706,Crizotinib,0
439,SIDM01131,Crizotinib,0
440,SIDM01179,Crizotinib,0
441,SIDM00953,Crizotinib,0
442,SIDM00632,Crizotinib,0
443,SIDM00339,Crizotinib,0
444,SIDM00927,Crizotinib,0
445,SIDM00417,Crizotinib,0
446,SIDM00395,Crizotinib,0
447,SIDM00829,Crizotinib,0
448,SIDM00121,Crizotinib,0
449,SIDM00900,Crizotinib,0
450,SIDM00954,Crizotinib,0
451,SIDM00515,Crizotinib,0
452,SIDM00886,Crizotinib,0
453,SIDM00948,Crizotinib,0
454,SIDM01001,Crizotinib,0
455,SIDM01049,Crizotinib,0
456,SIDM01042,Crizotinib,0
457,SIDM00227,Crizotinib,0
458,SIDM00594,Crizotinib,0
459,SIDM00671,Crizotinib,0
460,SIDM00661,Crizotinib,0
461,SIDM01013,Crizotinib,0
462,SIDM01012,Crizotinib,0
463,SIDM01005,Crizotinib,0
464,SIDM00785,Crizotinib,0
465,SIDM01019,Crizotinib,0
466,SIDM00308,Crizotinib,0
467,SIDM00327,Crizotinib,0
468,SIDM00329,Crizotinib,0
469,SIDM00342,Crizotinib,0
470,SIDM00340,Crizotinib,0
471,SIDM00387,Crizotinib,0
472,SIDM00388,Crizotinib,0
473,SIDM00441,Crizotinib,0
474,SIDM00438,Crizotinib,0
475,SIDM00580,Crizotinib,0
476,SIDM00451,Crizotinib,0
477,SIDM00447,Crizotinib,0
478,SIDM01086,Crizotinib,0
479,SIDM00380,Crizotinib,0
480,SIDM01107,Crizotinib,0
481,SIDM01154,Crizotinib,0
482,SIDM01172,Crizotinib,0
483,SIDM00424,Crizotinib,0
484,SIDM00412,Crizotinib,0
485,SIDM01018,Crizotinib,0
486,SIDM00286,Crizotinib,0
487,SIDM00907,Crizotinib,0
488,SIDM00287,Crizotinib,0
489,SIDM01089,Crizotinib,0
490,SIDM00895,Crizotinib,0
491,SIDM00896,Crizotinib,0
492,SIDM00446,Crizotinib,0
493,SIDM00332,Crizotinib,0
494,SIDM00938,Crizotinib,0
495,SIDM01064,Crizotinib,0
496,SIDM00410,Crizotinib,0
497,SIDM00963,Crizotinib,0
498,SIDM00289,Crizotinib,0
499,SIDM00330,Crizotinib,0
500,SIDM00419,Crizotinib,0
501,SIDM00462,Crizotinib,0
502,SIDM00944,Crizotinib,0
503,SIDM01048,Crizotinib,0
504,SIDM01058,Crizotinib,0
505,SIDM01071,Crizotinib,0
506,SIDM01036,Crizotinib,0
507,SIDM00338,Crizotinib,0
508,SIDM00415,Crizotinib,0
509,SIDM00416,Crizotinib,0
510,SIDM00413,Crizotinib,0
511,SIDM01111,Saracatinib,0
512,SIDM00706,Saracatinib,0
513,SIDM01131,Saracatinib,0
514,SIDM00953,Saracatinib,0
515,SIDM00632,Saracatinib,0
516,SIDM00391,Saracatinib,0
517,SIDM00417,Saracatinib,0
518,SIDM00395,Saracatinib,0
519,SIDM00829,Saracatinib,0
520,SIDM00124,Saracatinib,0
521,SIDM00121,Saracatinib,0
522,SIDM00087,Saracatinib,0
523,SIDM00952,Saracatinib,0
524,SIDM00954,Saracatinib,0
525,SIDM00886,Saracatinib,0
526,SIDM00949,Saracatinib,0
527,SIDM00948,Saracatinib,0
528,SIDM01001,Saracatinib,0
529,SIDM01049,Saracatinib,0
530,SIDM01042,Saracatinib,0
531,SIDM00227,Saracatinib,0
532,SIDM01073,Saracatinib,0
533,SIDM00594,Saracatinib,0
534,SIDM00671,Saracatinib,0
535,SIDM00661,Saracatinib,0
536,SIDM01013,Saracatinib,0
537,SIDM01012,Saracatinib,0
538,SIDM01005,Saracatinib,0
539,SIDM01003,Saracatinib,0
540,SIDM00785,Saracatinib,0
541,SIDM01019,Saracatinib,0
542,SIDM01020,Saracatinib,0
543,SIDM00327,Saracatinib,0
544,SIDM00342,Saracatinib,0
545,SIDM00340,Saracatinib,0
546,SIDM00387,Saracatinib,0
547,SIDM00388,Saracatinib,0
548,SIDM00441,Saracatinib,0
549,SIDM00438,Saracatinib,0
550,SIDM00433,Saracatinib,0
551,SIDM01023,Saracatinib,0
552,SIDM00429,Saracatinib,0
553,SIDM00580,Saracatinib,0
554,SIDM00457,Saracatinib,0
555,SIDM00447,Saracatinib,0
556,SIDM01086,Saracatinib,0
557,SIDM00396,Saracatinib,0
558,SIDM01107,Saracatinib,0
559,SIDM00390,Saracatinib,0
560,SIDM01154,Saracatinib,0
561,SIDM01172,Saracatinib,0
562,SIDM00424,Saracatinib,0
563,SIDM00412,Saracatinib,0
564,SIDM01018,Saracatinib,0
565,SIDM00286,Saracatinib,0
566,SIDM00907,Saracatinib,0
567,SIDM00287,Saracatinib,0
568,SIDM01089,Saracatinib,0
569,SIDM00895,Saracatinib,0
570,SIDM00896,Saracatinib,0
571,SIDM00446,Saracatinib,0
572,SIDM00332,Saracatinib,0
573,SIDM00938,Saracatinib,0
574,SIDM01064,Saracatinib,0
575,SIDM00312,Saracatinib,0
576,SIDM00410,Saracatinib,0
577,SIDM00963,Saracatinib,0
578,SIDM00289,Saracatinib,0
579,SIDM00330,Saracatinib,0
580,SIDM00419,Saracatinib,0
581,SIDM00462,Saracatinib,0
582,SIDM00944,Saracatinib,0
583,SIDM00993,Saracatinib,0
584,SIDM00946,Saracatinib,0
585,SIDM01048,Saracatinib,0
586,SIDM01058,Saracatinib,0
587,SIDM01071,Saracatinib,0
588,SIDM00428,Saracatinib,0
589,SIDM01036,Saracatinib,0
590,SIDM00313,Saracatinib,0
591,SIDM00338,Saracatinib,0
592,SIDM00434,Saracatinib,0
593,SIDM00461,Saracatinib,0
594,SIDM00460,Saracatinib,0
595,SIDM00458,Saracatinib,0
596,SIDM00450,Saracatinib,0
597,SIDM00415,Saracatinib,0
598,SIDM00423,Saracatinib,0
599,SIDM00422,Saracatinib,0
600,SIDM00421,Saracatinib,0
601,SIDM00416,Saracatinib,0
602,SIDM00413,Saracatinib,0
603,SIDM00706,Z-LLNle-CHO,0
604,SIDM00395,Z-LLNle-CHO,0
605,SIDM00515,Z-LLNle-CHO,0
606,SIDM01012,Z-LLNle-CHO,0
607,SIDM00380,Z-LLNle-CHO,0
608,SIDM01107,Z-LLNle-CHO,0
609,SIDM01154,Z-LLNle-CHO,0
610,SIDM00332,Z-LLNle-CHO,0
611,SIDM00963,Z-LLNle-CHO,0
612,SIDM00428,Z-LLNle-CHO,0
613,SIDM01111,Dasatinib,0
614,SIDM00706,Dasatinib,0
615,SIDM01131,Dasatinib,0
616,SIDM00877,Dasatinib,0
617,SIDM00953,Dasatinib,0
618,SIDM00632,Dasatinib,0
619,SIDM00391,Dasatinib,0
620,SIDM00417,Dasatinib,0
621,SIDM00395,Dasatinib,0
622,SIDM00829,Dasatinib,0
623,SIDM00121,Dasatinib,0
624,SIDM00087,Dasatinib,0
625,SIDM00954,Dasatinib,0
626,SIDM00515,Dasatinib,0
627,SIDM00886,Dasatinib,0
628,SIDM00949,Dasatinib,0
629,SIDM01001,Dasatinib,0
630,SIDM00594,Dasatinib,0
631,SIDM00671,Dasatinib,0
632,SIDM00661,Dasatinib,0
633,SIDM01012,Dasatinib,0
634,SIDM01005,Dasatinib,0
635,SIDM01003,Dasatinib,0
636,SIDM00785,Dasatinib,0
637,SIDM01019,Dasatinib,0
638,SIDM01020,Dasatinib,0
639,SIDM00327,Dasatinib,0
640,SIDM00342,Dasatinib,0
641,SIDM00340,Dasatinib,0
642,SIDM00387,Dasatinib,0
643,SIDM00441,Dasatinib,0
644,SIDM00431,Dasatinib,0
645,SIDM00580,Dasatinib,0
646,SIDM01086,Dasatinib,0
647,SIDM00380,Dasatinib,0
648,SIDM01107,Dasatinib,0
649,SIDM00390,Dasatinib,0
650,SIDM01154,Dasatinib,0
651,SIDM01172,Dasatinib,0
652,SIDM00424,Dasatinib,0
653,SIDM00412,Dasatinib,0
654,SIDM01018,Dasatinib,0
655,SIDM00286,Dasatinib,0
656,SIDM01089,Dasatinib,0
657,SIDM00895,Dasatinib,0
658,SIDM00896,Dasatinib,0
659,SIDM00332,Dasatinib,0
660,SIDM00938,Dasatinib,0
661,SIDM01064,Dasatinib,0
662,SIDM00312,Dasatinib,0
663,SIDM00410,Dasatinib,0
664,SIDM00963,Dasatinib,0
665,SIDM00289,Dasatinib,0
666,SIDM00330,Dasatinib,0
667,SIDM00419,Dasatinib,0
668,SIDM00462,Dasatinib,0
669,SIDM00944,Dasatinib,0
670,SIDM01048,Dasatinib,0
671,SIDM01071,Dasatinib,0
672,SIDM00428,Dasatinib,0
673,SIDM00313,Dasatinib,0
674,SIDM00338,Dasatinib,0
675,SIDM00461,Dasatinib,0
676,SIDM00458,Dasatinib,0
677,SIDM00450,Dasatinib,0
678,SIDM00415,Dasatinib,0
679,SIDM00422,Dasatinib,0
680,SIDM00421,Dasatinib,0
681,SIDM00413,Dasatinib,0
682,SIDM01111,GNF-2,0
683,SIDM00706,GNF-2,0
684,SIDM01131,GNF-2,0
685,SIDM01179,GNF-2,0
686,SIDM00877,GNF-2,0
687,SIDM00953,GNF-2,0
688,SIDM00951,GNF-2,0
689,SIDM00632,GNF-2,0
690,SIDM00339,GNF-2,0
691,SIDM00927,GNF-2,0
692,SIDM00391,GNF-2,0
693,SIDM00417,GNF-2,0
694,SIDM01009,GNF-2,0
695,SIDM00395,GNF-2,0
696,SIDM00829,GNF-2,0
697,SIDM00121,GNF-2,0
698,SIDM00145,GNF-2,0
699,SIDM00087,GNF-2,0
700,SIDM00900,GNF-2,0
701,SIDM01076,GNF-2,0
702,SIDM00954,GNF-2,0
703,SIDM00515,GNF-2,0
704,SIDM00886,GNF-2,0
705,SIDM00949,GNF-2,0
706,SIDM00948,GNF-2,0
707,SIDM00981,GNF-2,0
708,SIDM01001,GNF-2,0
709,SIDM01049,GNF-2,0
710,SIDM01042,GNF-2,0
711,SIDM01057,GNF-2,0
712,SIDM00227,GNF-2,0
713,SIDM01073,GNF-2,0
714,SIDM00594,GNF-2,0
715,SIDM00671,GNF-2,0
716,SIDM00661,GNF-2,0
717,SIDM01013,GNF-2,0
718,SIDM01012,GNF-2,0
719,SIDM01005,GNF-2,0
720,SIDM01003,GNF-2,0
721,SIDM00785,GNF-2,0
722,SIDM01019,GNF-2,0
723,SIDM01020,GNF-2,0
724,SIDM00308,GNF-2,0
725,SIDM00327,GNF-2,0
726,SIDM00329,GNF-2,0
727,SIDM00342,GNF-2,0
728,SIDM00340,GNF-2,0
729,SIDM00637,GNF-2,0
730,SIDM00387,GNF-2,0
731,SIDM00388,GNF-2,0
732,SIDM00441,GNF-2,0
733,SIDM00438,GNF-2,0
734,SIDM00431,GNF-2,0
735,SIDM01023,GNF-2,0
736,SIDM00657,GNF-2,0
737,SIDM00429,GNF-2,0
738,SIDM00641,GNF-2,0
739,SIDM00580,GNF-2,0
740,SIDM00457,GNF-2,0
741,SIDM00451,GNF-2,0
742,SIDM00403,GNF-2,0
743,SIDM01086,GNF-2,0
744,SIDM00396,GNF-2,0
745,SIDM00380,GNF-2,0
746,SIDM01107,GNF-2,0
747,SIDM00390,GNF-2,0
748,SIDM01154,GNF-2,0
749,SIDM01172,GNF-2,0
750,SIDM00424,GNF-2,0
751,SIDM00412,GNF-2,0
752,SIDM01018,GNF-2,0
753,SIDM00286,GNF-2,0
754,SIDM01248,GNF-2,0
755,SIDM00907,GNF-2,0
756,SIDM00287,GNF-2,0
757,SIDM01089,GNF-2,0
758,SIDM00895,GNF-2,0
759,SIDM00896,GNF-2,0
760,SIDM00446,GNF-2,0
761,SIDM00332,GNF-2,0
762,SIDM00938,GNF-2,0
763,SIDM01064,GNF-2,0
764,SIDM00312,GNF-2,0
765,SIDM00963,GNF-2,0
766,SIDM00289,GNF-2,0
767,SIDM00330,GNF-2,0
768,SIDM00419,GNF-2,0
769,SIDM00462,GNF-2,0
770,SIDM00944,GNF-2,0
771,SIDM00993,GNF-2,0
772,SIDM00946,GNF-2,0
773,SIDM01048,GNF-2,0
774,SIDM01058,GNF-2,0
775,SIDM01071,GNF-2,0
776,SIDM00428,GNF-2,0
777,SIDM01036,GNF-2,0
778,SIDM01034,GNF-2,0
779,SIDM00313,GNF-2,0
780,SIDM00338,GNF-2,0
781,SIDM00437,GNF-2,0
782,SIDM00434,GNF-2,0
783,SIDM00443,GNF-2,0
